filename,MFCC_Mean_1,MFCC_StdDev_1,MFCC_Mean_2,MFCC_StdDev_2,MFCC_Mean_3,MFCC_StdDev_3,MFCC_Mean_4,MFCC_StdDev_4,MFCC_Mean_5,MFCC_StdDev_5,MFCC_Mean_6,MFCC_StdDev_6,MFCC_Mean_7,MFCC_StdDev_7,MFCC_Mean_8,MFCC_StdDev_8,MFCC_Mean_9,MFCC_StdDev_9,MFCC_Mean_10,MFCC_StdDev_10,MFCC_Mean_11,MFCC_StdDev_11,MFCC_Mean_12,MFCC_StdDev_12,MFCC_Mean_13,MFCC_StdDev_13
"B.o.B, Hayley Williams of Paramore -- Airplanes (feat. Hayley Williams of Paramore)_9",-98.140724,44.2664,152.98407,21.376667,-55.212437,22.969011,52.83683,14.186496,-10.521133,16.1546,21.063217,16.037712,-1.8518875,13.363852,1.9210635,13.587557,-3.200922,9.329569,6.8363442,8.969859,0.090497464,9.154981,-4.187063,9.04346,0.73234826,8.743678
"B.o.B, Jessie J -- Price Tag_1",-140.61337,81.611595,117.80777,30.509682,-14.60699,24.781372,60.386944,18.706692,-3.1060581,15.614778,30.830284,14.141526,-11.379136,14.236534,25.273737,10.941482,-4.015274,11.314007,8.599459,9.946485,-5.2151136,9.750063,1.6127168,9.482017,-5.4413843,8.4837265
"B.o.B, Jessie J -- Price Tag_2",-127.66403,62.749603,116.48423,28.079996,-15.110306,25.094084,60.51759,17.341328,-6.2277303,16.437033,32.89088,15.098275,-14.475455,14.642605,27.532736,11.560373,-5.092308,11.338238,9.0190115,10.114357,-5.1047482,9.923579,0.7285307,9.606012,-6.36702,8.41422
"B.o.B, Jessie J -- Price Tag_3",-119.064186,57.85562,113.74032,29.462276,-17.040625,25.374441,60.9926,17.210249,-7.7934713,16.80487,34.883846,15.689657,-17.284092,14.515655,29.033495,11.514861,-5.636586,11.5223055,9.155032,10.458083,-3.4652214,9.9621105,0.92356,9.895387,-6.9047594,8.6136875
"B.o.B, Jessie J -- Price Tag_4",-114.6177,54.03255,113.172356,28.602562,-20.390417,24.817095,61.065212,17.18692,-8.097699,16.538239,34.63058,15.49708,-18.888117,14.337645,29.96876,11.799094,-6.582457,11.057515,8.462081,10.669248,-2.9435549,10.13309,-0.57759833,9.673478,-7.6676283,8.522679
"B.o.B, Jessie J -- Price Tag_5",-110.20292,53.3023,111.625435,29.186794,-21.914747,24.520618,60.035812,17.758371,-7.8317585,16.915134,35.09001,14.888134,-18.947033,14.747128,29.143986,11.432283,-6.4183593,11.348413,9.447519,10.593379,-3.0035214,10.336113,0.53996307,9.956922,-8.318572,8.511633
"B.o.B, Jessie J -- Price Tag_6",-107.28705,56.662155,107.59653,30.444624,-26.171326,25.250187,59.911343,17.01732,-7.6680164,17.09325,34.343765,13.919815,-19.198483,13.732715,26.996517,11.29269,-6.0388637,11.890459,9.963518,10.862164,-3.0007088,10.425073,1.7167767,10.08928,-8.072315,9.066939
"B.o.B, Jessie J -- Price Tag_7",-95.18728,57.41373,106.40323,27.709867,-28.927906,24.055607,58.83147,15.901176,-8.595944,15.819768,34.434883,12.884055,-20.25127,13.033833,27.900515,11.300964,-6.7278748,11.467211,11.184415,10.466445,-4.400226,10.110574,3.7571557,9.83457,-7.7545443,8.712128
"B.o.B, Jessie J -- Price Tag_8",-82.34331,54.444397,106.046394,26.484415,-30.76923,22.50344,58.537235,14.718986,-10.938786,15.246885,36.237724,12.166362,-22.70939,12.288453,29.14393,10.631691,-7.42178,11.435083,14.218852,9.904273,-5.497513,9.739696,6.0860186,9.1204815,-7.609018,8.619695
"B.o.B, Jessie J -- Price Tag_9",-73.898605,50.446507,104.19193,24.480381,-30.16308,20.789793,57.764416,13.665093,-11.574922,14.108332,35.3154,11.312415,-22.742441,10.820232,30.207432,10.190756,-8.001607,10.698936,14.481333,9.287511,-5.4041066,9.257162,6.94449,8.695363,-6.548665,8.217473
Bad Bad Boys_1,-138.15143,86.03944,122.113266,27.706184,-35.46319,31.989054,48.8113,21.296679,-15.378883,21.577229,24.311888,22.132637,-15.030055,12.635787,26.95615,13.248758,-12.240427,9.810049,11.083694,11.7848015,1.7606529,10.800456,7.1426153,9.207673,-2.0002806,9.277633
Bad Bad Boys_2,-130.20085,54.475063,123.59288,22.459576,-27.705706,26.586731,54.290943,16.567177,-14.872475,21.352129,29.784002,15.220263,-15.1179085,12.544528,27.825289,10.800323,-11.824403,9.858035,13.832212,10.231129,2.4403543,10.238022,7.3761263,9.168712,1.7203763,7.4210997
Bad Bad Boys_3,-141.00607,52.470257,126.45114,21.986982,-22.370014,28.862385,53.968822,16.072573,-14.071199,21.37674,27.465998,15.902189,-15.849874,12.638149,27.47989,11.702839,-10.730769,9.944223,12.82795,10.846911,3.8338096,10.616298,7.4002137,9.282985,2.8488941,7.0968056
Bad Bad Boys_4,-147.90851,49.147293,126.35786,21.46813,-21.283943,28.892818,56.460697,16.683098,-10.696938,22.180426,28.851189,17.16997,-17.546711,13.261697,26.163286,11.786445,-9.318385,10.155782,13.475221,11.476396,2.9879463,10.561927,6.5404005,9.302322,3.8534102,6.8250246
Bad Bad Boys_5,-150.28946,50.68178,122.11754,22.383467,-18.054884,29.379808,59.9512,17.397646,-11.749435,21.948305,31.130291,16.501328,-17.769829,13.568505,26.109,11.274147,-9.232224,9.664581,13.4331665,11.080587,1.7540551,10.337084,6.979301,8.990133,4.5127983,6.9244866
Bad Bad Boys_6,-152.3624,51.541183,120.093254,22.017084,-16.325823,29.156103,62.630775,16.521675,-13.082668,20.74719,33.448193,16.509897,-18.148005,13.3492155,27.062178,11.190363,-8.081296,9.597956,13.925913,10.999638,0.42121434,10.303386,7.627079,8.689668,4.7816787,6.927334
Bad Bad Boys_7,-152.31073,51.82261,117.270546,21.034023,-16.460344,26.94437,65.02995,15.612344,-10.527432,20.826616,35.888798,15.061704,-17.531574,13.650693,25.799046,10.128178,-7.4663095,9.386877,13.764245,10.8249,-1.5060654,9.102082,6.9104304,8.176932,5.874531,6.8255477
Bad Bad Boys_8,-144.73773,54.428432,116.95483,20.559872,-18.466333,26.249882,64.21597,15.082876,-13.317735,19.835623,34.95861,13.376217,-16.479515,13.408932,25.846596,10.105277,-9.061919,9.481039,12.771562,10.47633,-2.1228354,9.6767845,6.563095,8.430244,4.2417355,8.017302
Bad Bad Boys_9,-132.3016,55.972645,118.3062,20.242203,-25.008017,26.18881,60.858505,15.400586,-16.571503,18.986225,34.570942,13.098618,-14.801008,13.153747,27.498297,10.134005,-10.8244705,9.7426815,12.995096,10.267231,-1.6793021,10.056488,6.900189,8.755003,2.025058,8.612729
Bad Romance_1,-69.34221,67.19852,113.19706,20.39901,-46.17676,15.641642,35.721706,16.324762,-34.640186,13.947945,24.91608,17.751383,-27.40197,16.033228,21.517689,12.333208,-18.262653,12.490401,4.445893,15.183308,-17.06564,11.596536,7.5845637,11.132167,-9.758858,10.837332
Bad Romance_2,-87.04743,67.458885,109.782776,21.789595,-52.473125,21.481562,29.668774,22.702131,-36.12516,16.897747,23.330482,19.453981,-21.899548,15.761765,20.697203,14.294909,-14.474156,11.695395,3.4525785,16.045998,-14.162601,10.556407,7.4628215,11.693102,-7.5310254,11.158375
Bad Romance_3,-92.48172,69.88236,112.09305,22.454096,-47.677925,23.528492,28.787403,24.633005,-31.76013,17.196804,22.887768,19.983086,-10.0597315,14.705253,24.213316,15.306014,-6.1752806,9.247333,6.6345277,16.65962,-8.100686,8.2374935,9.6651945,10.737703,-1.5403359,9.331695
Bad Romance_4,-104.936066,64.93247,112.42386,23.441124,-48.69811,23.531212,28.321419,24.82747,-30.957212,18.646366,22.715405,20.236397,-5.3044257,14.376824,23.474037,15.358946,-3.1059418,9.841716,7.990358,17.562498,-5.547745,9.799191,9.333872,10.513877,0.49968997,10.688701
Bad Romance_5,-109.098175,60.167526,117.18968,26.044767,-47.625835,22.879068,35.107174,27.02312,-24.347023,23.000538,24.998735,18.77767,-4.908246,13.792534,21.470518,15.427282,0.33210903,10.96239,8.314404,16.351177,-1.9470704,11.549506,8.210678,10.757763,3.5812986,10.820646
Bad Romance_6,-87.72776,45.576313,127.48326,19.409346,-38.53864,16.211773,47.428566,17.233013,-15.761955,17.150051,32.46495,12.259628,-2.3044422,11.350199,26.503689,11.702581,3.1307561,9.183922,15.614993,9.133267,2.6235335,8.09329,10.749647,9.534252,6.601942,8.398552
Bad Romance_7,-87.023636,40.227318,127.47782,18.230629,-35.092537,12.947028,50.177517,13.540253,-11.321703,15.593545,32.94426,10.845934,-2.9020767,9.659885,24.699528,9.41963,3.2223148,8.81676,16.034157,8.238234,4.3718066,7.389437,10.651435,9.129777,6.718081,8.073192
Bad Romance_8,-91.81544,39.5748,129.23007,19.42723,-36.436752,12.429517,53.542324,13.54179,-9.45785,15.566207,32.85779,10.839238,-3.1499834,10.251507,22.871584,9.994648,4.0756135,8.904535,13.757989,9.660296,6.516802,8.365674,9.807036,9.287336,6.593563,8.141977
Bad Romance_9,-87.855446,36.971275,128.1498,20.88588,-34.775444,12.104608,53.116505,12.946521,-12.070523,14.38677,31.883024,11.125824,-2.4530694,9.639562,23.525038,10.302228,2.8138614,8.214038,13.396123,9.317266,6.1494803,8.734396,11.464032,8.104041,6.4970136,8.359269
Bag Raiders -- Shooting stars_1,-280.36954,101.294235,70.44555,58.24502,-15.945644,45.220245,44.869896,32.60343,-20.143063,19.43741,16.713303,15.657511,1.9224504,11.441442,-4.555301,10.840357,-16.585136,10.349893,12.841154,10.130552,-17.488865,9.6742325,-10.9118805,10.637273,-4.8548493,10.357081
Bag Raiders -- Shooting stars_2,-252.4194,90.990746,90.05244,45.967915,-0.76904696,38.383873,49.293327,27.35101,-13.814836,17.41982,17.61048,15.110399,5.3962984,10.9384575,-3.152558,11.759097,-14.63664,9.758667,10.953989,10.074373,-18.655548,8.072608,-13.630651,9.159893,-7.749278,8.375321
Bag Raiders -- Shooting stars_3,-211.22845,99.53126,115.63356,38.04882,0.4164407,33.60143,53.042805,24.233038,-7.3328257,17.907177,20.248753,15.62698,2.8689008,12.486638,4.604691,15.11276,-10.928078,10.304773,9.726724,10.739314,-15.327393,10.07116,-8.709065,12.912916,-5.964868,8.769824
Bag Raiders -- Shooting stars_4,-180.12189,102.23638,124.43596,40.153374,-9.943652,30.954699,48.40663,23.090956,-4.828916,20.200048,19.60363,16.385078,-1.2973534,13.616248,10.229863,16.267422,-7.7391787,9.999825,8.658757,10.695993,-10.573831,10.258608,-2.010248,12.518438,-2.0598316,8.01676
Bag Raiders -- Shooting stars_5,-153.23734,99.88958,131.10143,42.562866,-19.374846,25.35638,46.99407,22.377243,1.0478543,20.183863,20.421106,16.843187,-4.603723,13.339423,16.828001,14.403779,-3.7822795,8.728231,7.506709,10.304597,-6.8621364,8.93743,2.6022341,11.300827,0.0851394,7.6572065
Bag Raiders -- Shooting stars_6,-112.45278,53.07334,144.73102,31.21081,-26.03053,21.35332,48.92772,20.815315,2.706028,19.578058,22.965218,17.144463,-9.280098,11.644435,20.601667,12.917347,-2.9240372,8.807254,6.481345,10.532153,-4.598908,8.058607,6.501241,9.10854,0.99964434,7.1719074
Bag Raiders -- Shooting stars_7,-105.96795,51.86979,145.87883,31.456564,-26.110855,20.402897,49.2688,20.055653,0.81125903,19.708189,23.292845,17.385202,-10.558502,11.791634,20.159716,12.613995,-3.202552,9.124505,5.9177275,10.82922,-4.588836,8.002669,6.2989235,9.148339,0.48318747,7.217803
Bag Raiders -- Shooting stars_8,-99.75491,50.877182,147.28088,31.200481,-25.592222,19.965687,49.55842,19.067041,-0.25885516,18.972963,24.342731,16.992945,-10.989079,11.725034,21.073826,12.015163,-2.5228078,9.169756,5.079385,11.018326,-4.7698226,8.123917,5.731395,9.262157,-0.21598849,6.7759705
Bag Raiders -- Shooting stars_9,-92.13892,49.087082,147.55724,31.178919,-27.464697,19.236523,49.44705,18.726534,-4.309472,18.400444,24.516926,16.450254,-11.840453,11.702904,20.51992,12.037121,-3.3737605,9.297801,4.5923266,11.374182,-5.0060997,8.362795,5.4780893,8.753542,-1.0463895,6.8039117
