File,Hash,Offset
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",b55fee60edd7facdd94a,3.5526530612244898
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",88af9cb98ba70fc52161,3.5526530612244898
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",416cd274fdd077fc9bf5,3.5526530612244898
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",ae613eb987fb7224deca,3.5526530612244898
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",d3081dc2dacff899af8f,3.5526530612244898
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",97f9149bf2cd410cd7ab,3.5526530612244898
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",a77553c105fc0838dcc3,3.5526530612244898
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",5e8a1d81b0a7c9e198d1,3.5526530612244898
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",652a672b63ca925dd7b1,3.5526530612244898
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",266857539f2783f9b6e9,3.5526530612244898
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",792cc5772b1a6c6ef3c1,3.5526530612244898
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",88418fec6d466ad22816,3.5526530612244898
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",aa72db305db9d83af3c5,3.5526530612244898
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",77e87360b760c6b57834,3.5526530612244898
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",12f3a4fc68a3e7a3aef2,3.6687528344671203
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",aaf3eafe118b2325bbed,3.6687528344671203
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",326c73aa32b644a67cb4,3.6687528344671203
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",006bac6315be26ea644c,3.6687528344671203
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",04ed44ac3e4dd6c96c1a,3.6687528344671203
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",6c5c88162662bd4180a6,3.6687528344671203
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",bff62b04113d71435c48,3.6687528344671203
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",6938b298201284a4ee9c,3.6687528344671203
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",5c0cbfccab1b32514ed3,3.6687528344671203
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",6587aa9492d3d19a6fda,3.6687528344671203
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",812bb4f46883d2763058,3.6687528344671203
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",1498920a0389d367400c,3.6687528344671203
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",836b47371ee55513e038,3.6687528344671203
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",d42f9ede681ce21a9ab5,3.6687528344671203
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",ca2302f966a43a3686fa,3.7616326530612243
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",8205ec31591b0bcfceff,3.7616326530612243
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",8219dc51fdd10fc16083,3.7616326530612243
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",a1bd981fa4765295f4c8,3.7616326530612243
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",78d8270e460d111b3ce6,3.7616326530612243
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",7f8527cfbe70bc51c71b,3.7616326530612243
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",9cfcc4b93022ccfffea6,3.7616326530612243
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",56b8ebd724409ed66681,3.7616326530612243
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",f52905c62091da669510,3.7616326530612243
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",59fcd4621ac8fd607713,3.7616326530612243
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",d3a746ce82af478e0686,3.7616326530612243
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",2f9e65341a76bbd542e8,3.7616326530612243
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",fbcf4b851233691f22ec,3.7616326530612243
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",33c963effa028f4888b5,3.7616326530612243
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",88445b9d3b014033750a,3.7848526077097504
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",5db4e5e4cffe33fc81d0,3.7848526077097504
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",0621e0c42365f7fa6e05,3.7848526077097504
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",f447feb33f3b549d9d12,3.7848526077097504
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",03a9a65cc1699597db29,3.7848526077097504
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",e7a488108b92aa95fabe,3.7848526077097504
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",4dbb4bef2009c97e33d6,3.7848526077097504
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",71a534a88efb122073d7,3.7848526077097504
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",e98c8b3987633186118a,3.7848526077097504
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",c2ede4120e03d9e6776d,3.7848526077097504
"7 Seconds -- Youssou N'Dour, Neneh Cherry.mp3",fe513111b62097b200d8,3.7848526077097504
